object_id,id_p,id_c,cod_via,nome_rua,ponto_referencia,freguesia,situacao,implantacao,global_id,lon,lat,location
052,052,468,66705,Largo Frei Heitor Pinto,NaN,Alvalade,Em operação,Definida,1e410bc4-1d0d-49d4-a9d6-91ef32a92d9f,-9.13839981782875,38.754699730893,0101000020E610000095B14657DC4622C0233E33009A604340
047,047,459,66919,Rua Maria Amália Vaz de Carvalho,Escola Secundária Rainha Dona Leonor,Alvalade,Em operação,Definida,d769b119-468e-41f8-a818-d6704b4b2bc6,-9.14171019333233,38.7514999658323,0101000020E610000090BE0B3D8E4822C0F118A02631604340
092,092,436,67372,Rua Professor Lima Basto,IPO Lisboa,São Domingos de Benfica,Em operação,Definida,4b73f6a3-37e5-40a3-beb1-6311ca91dabf,-9.16252162308743,38.7393904974393,0101000020E6100000511BC008365322C0CCBC0A59A45E4340
086,086,414,67049,Avenida Duque d'Ávila,NaN,Avenidas Novas,Em operação,Definida,7e6a2853-54f1-4dda-947c-0b864486c2c1,-9.15145259299871,38.7350512798289,0101000020E6100000D1A5BB318B4D22C0C1DF0B29165E4340
019,019,416,66803,Avenida da República,NaN,Avenidas Novas,Em operação,Definida,7127adcf-176c-4b75-9821-d452100ce2e1,-9.14551606184057,38.7353126078786,0101000020E6100000C24BCD14814A22C0689639B91E5E4340
020,020,417,67049,Avenida Duque d'Ávila,Jardim do Arco do Cego,Avenidas Novas,Em operação,Definida,ee8f47d7-913c-4ec2-9d94-6b38d98c0b84,-9.14271704843955,38.7353545489086,0101000020E610000050427F35124922C07E430D19205E4340
030,030,410,100527,Rua da Mesquita,Escola Básica Marquesa de Alorna,Campolide,Em operação,Definida,86b7ea01-b813-4ff9-b16f-dfdf22a3edaa,-9.15989585257133,38.7350622476635,0101000020E6100000AB1E83DEDD5122C0971E0D85165E4340
004,004,421,66971,Alameda Dom Afonso Henriques,Cruzamento com Avenida Guerra Junqueiro,Areeiro,Em operação,Definida,09010cbd-4d38-499e-a6fe-fe496f58765c,-9.13420353623443,38.737403849771,0101000020E6100000D4446E53B64422C0005BD53F635E4340
087,087,415,67049,Avenida Duque d'Ávila,Cruzamento com Avenida Conde de Valbom,Avenidas Novas,Em operação,Definida,c8aa6039-2033-4406-8a2e-1dbeca69e25c,-9.14840746848763,38.7351789901213,0101000020E6100000E6454F10FC4B22C07EA35B581A5E4340
026,026,457,66739,Rua Aboím Ascensão,NaN,Alvalade,Em operação,Definida,cefbaa52-d377-4c0a-8496-fb4a3dfa7a6c,-9.14728424513719,38.7497190812197,0101000020E61000001A2930D7684B22C04D837BCBF65F4340
084,084,449,66802,Avenida Cinco de Outubro,NaN,Avenidas Novas,Em operação,Definida,a27a8bdc-5b52-49bb-8310-ab68f379446d,-9.15009053541936,38.7468363731484,0101000020E61000006C21AAAAD84C22C05C119355985F4340
002,002,446,66803,Avenida da República,Interface Entrecampos,Avenidas Novas,Em operação,Definida,32355b1d-443b-44e6-adf4-1ce5ad96b485,-9.14780271989975,38.7446573839923,0101000020E6100000637550CCAC4B22C0657CE3EE505F4340
029,029,473,66669,Avenida do Brasil,Parque da Saúde de Lisboa,Alvalade,Em operação,Definida,3811ac51-52b4-4571-b905-babee1a971cb,-9.14702087973104,38.7563984586713,0101000020E6100000458C1C52464B22C0785E29AAD1604340
